<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20210513,143000,56.9800000,56.9800000,56.9800000,56.9800000,50
20210513,151000,56.9200000,56.9200000,56.9200000,56.9200000,16
20210513,152000,57.0000000,57.0000000,57.0000000,57.0000000,120
20210513,154000,57.2000000,57.2000000,57.2000000,57.2000000,625
20210513,155000,57.2000000,57.2100000,57.2000000,57.2100000,427
20210513,161000,57.3000000,57.3000000,57.3000000,57.3000000,50
20210513,163000,57.3000000,57.3000000,57.3000000,57.3000000,400
20210513,164000,57.2400000,57.2400000,57.2000000,57.2000000,205
20210513,172000,57.3200000,57.3400000,57.3200000,57.3400000,600
20210513,174000,57.4900000,57.4900000,57.4900000,57.4900000,90
20210513,175000,57.5000000,57.5000000,57.5000000,57.5000000,200
20210513,180000,57.5300000,57.5300000,57.5300000,57.5300000,10
20210513,181000,57.4800000,57.4800000,57.4600000,57.4600000,200
20210513,182000,57.5300000,57.5700000,57.5300000,57.5700000,105
20210513,195000,57.6100000,57.6100000,57.6100000,57.6100000,90
20210513,204000,57.4000000,57.4000000,57.4000000,57.4000000,40
20210513,205000,57.3900000,57.3900000,57.2200000,57.2200000,128
20210513,210000,57.4100000,57.4100000,57.4000000,57.4000000,210
20210513,211000,57.3800000,57.3800000,57.3800000,57.3800000,1
20210513,233000,57.3800000,57.3800000,57.3800000,57.3800000,1
20210514,091000,57.7100000,57.7100000,56.6600000,57.1800000,564
20210514,092000,57.3100000,57.3100000,57.3100000,57.3100000,90
20210514,094000,57.8400000,57.9900000,57.8400000,57.9900000,140
20210514,095000,57.8900000,57.9900000,57.8400000,57.9300000,335
20210514,101000,57.3700000,57.3700000,57.0500000,57.0500000,471
20210514,102000,56.9900000,57.0000000,56.7900000,56.7900000,376
20210514,103000,56.8700000,56.8700000,56.8700000,56.8700000,60
20210514,104000,56.6100000,56.6100000,56.6100000,56.6100000,20
20210514,105000,56.7100000,56.7100000,56.6400000,56.6400000,290
20210514,110000,56.6300000,56.6300000,56.5200000,56.5200000,111
20210514,111000,56.5700000,56.5700000,56.5700000,56.5700000,8
20210514,112000,56.5200000,56.5200000,56.5200000,56.5200000,48
20210514,113000,56.5600000,56.5600000,56.4700000,56.4700000,135
20210514,114000,56.5300000,56.6300000,56.5300000,56.6300000,288
20210514,115000,56.5700000,56.6000000,56.5400000,56.6000000,651
20210514,120000,56.6600000,56.6600000,56.5800000,56.6600000,625
20210514,121000,56.6000000,56.6000000,56.6000000,56.6000000,100
20210514,122000,56.6700000,56.6700000,56.6400000,56.6400000,265
20210514,123000,56.8200000,56.8200000,56.7700000,56.7700000,139
20210514,131000,56.6600000,56.7100000,56.6600000,56.6600000,227
20210514,132000,56.7100000,56.7100000,56.6600000,56.6600000,36
20210514,133000,56.7400000,56.7400000,56.7000000,56.7000000,190
20210514,134000,56.6000000,56.6000000,56.6000000,56.6000000,40
20210514,135000,56.5800000,56.5800000,56.5800000,56.5800000,1000
20210514,142000,56.6200000,56.6200000,56.6200000,56.6200000,30
20210514,144000,56.6100000,56.6100000,56.6100000,56.6100000,35
20210514,145000,56.7400000,56.7400000,56.7400000,56.7400000,22
20210514,151000,56.7900000,56.8800000,56.7900000,56.8800000,498
20210514,152000,56.8900000,57.0000000,56.8900000,57.0000000,260
20210514,160000,57.1400000,57.2700000,57.1400000,57.2700000,80
20210514,161000,57.2800000,57.3600000,57.2800000,57.3600000,84
20210514,162000,57.3500000,57.4400000,57.3500000,57.4400000,263
20210514,164000,57.4500000,57.4500000,57.4500000,57.4500000,200
20210514,170000,57.5600000,57.5600000,57.5600000,57.5600000,40
20210514,171000,57.6000000,57.6000000,57.5300000,57.5300000,127
20210514,174000,57.6000000,57.6000000,57.6000000,57.6000000,20
20210514,180000,57.5300000,57.5300000,57.5300000,57.5300000,10
20210514,181000,57.4900000,57.4900000,57.4900000,57.4900000,10
20210514,182000,57.3800000,57.3800000,57.3200000,57.3200000,30
20210514,184000,57.6300000,57.6300000,57.6300000,57.6300000,200
20210514,190000,57.6000000,57.6000000,57.2400000,57.2400000,137
20210514,194000,57.3000000,57.3000000,57.2900000,57.2900000,58
20210514,195000,57.3000000,57.3000000,57.3000000,57.3000000,80
20210514,201000,57.3500000,57.3500000,57.3500000,57.3500000,30
20210514,202000,57.3900000,57.3900000,57.3900000,57.3900000,2
20210514,205000,57.3900000,57.4000000,57.3900000,57.4000000,195
20210514,210000,57.3600000,57.3600000,57.3600000,57.3600000,85
20210514,211000,57.4000000,57.4000000,57.4000000,57.4000000,15
20210514,212000,57.4100000,57.4100000,57.2900000,57.2900000,375
20210514,213000,57.2900000,57.5500000,57.2900000,57.5500000,446
20210514,224000,57.3900000,57.3900000,57.3900000,57.3900000,49
20210514,225000,57.5700000,57.5700000,57.4000000,57.4000000,30
20210514,230000,57.4600000,57.5900000,57.4600000,57.5900000,110
20210514,231000,57.4500000,57.4500000,57.4500000,57.4500000,1
20210514,233000,57.4500000,57.4500000,57.4500000,57.4500000,1
20210517,091000,57.2600000,57.4200000,57.2500000,57.3200000,852
20210517,092000,57.3100000,57.3100000,57.3100000,57.3100000,435
20210517,093000,57.2500000,57.2500000,57.2500000,57.2500000,43
20210517,094000,57.3700000,57.3700000,57.3700000,57.3700000,55
20210517,101000,57.7300000,57.8500000,57.7300000,57.8500000,817
20210517,102000,58.0000000,58.0200000,58.0000000,58.0200000,470
20210517,103000,57.9500000,57.9500000,57.9500000,57.9500000,40
20210517,104000,58.1700000,58.1800000,58.0800000,58.0800000,132
20210517,111000,58.1300000,58.1400000,58.0500000,58.0500000,110
20210517,112000,58.1300000,58.1400000,58.1300000,58.1400000,548
20210517,113000,58.1700000,58.1700000,58.1700000,58.1700000,1200
20210517,114000,58.1100000,58.1100000,58.1100000,58.1100000,1
20210517,115000,58.1400000,58.1400000,58.1300000,58.1300000,230
20210517,120000,58.1800000,58.1800000,58.1800000,58.1800000,400
20210517,121000,58.1300000,58.1500000,58.0000000,58.0000000,131
20210517,122000,58.1300000,58.1300000,58.1300000,58.1300000,238
20210517,123000,58.0800000,58.1600000,58.0800000,58.1600000,467
20210517,124000,58.1700000,58.2500000,58.1700000,58.2500000,40
20210517,125000,58.2000000,58.2200000,58.2000000,58.2200000,17
20210517,130000,58.2400000,58.2400000,58.2400000,58.2400000,166
20210517,133000,58.1400000,58.1400000,58.1400000,58.1400000,100
20210517,135000,58.1900000,58.2300000,58.1900000,58.2300000,260
20210517,142000,58.3500000,58.3600000,58.3500000,58.3600000,88
20210517,144000,58.4100000,58.4100000,58.4100000,58.4100000,17
20210517,145000,58.4100000,58.4100000,58.4100000,58.4100000,35
20210517,150000,58.3800000,58.3800000,58.3800000,58.3800000,17
20210517,152000,58.3700000,58.3700000,58.3700000,58.3700000,13
20210517,153000,58.4000000,58.4000000,58.4000000,58.4000000,55
20210517,154000,58.4800000,58.6000000,58.4800000,58.6000000,854
20210517,155000,58.6000000,58.6000000,58.6000000,58.6000000,15
20210517,160000,58.5000000,58.5000000,58.5000000,58.5000000,2
20210517,163000,58.5000000,58.5000000,58.5000000,58.5000000,82
20210517,165000,58.4700000,58.4900000,58.4700000,58.4900000,49
20210517,170000,58.6000000,58.6000000,58.6000000,58.6000000,18
20210517,171000,58.6600000,58.6600000,58.6600000,58.6600000,320
20210517,173000,58.6200000,58.6200000,58.6200000,58.6200000,20
20210517,181000,58.4300000,58.4300000,58.4300000,58.4300000,15
20210517,182000,58.3800000,58.3800000,58.3800000,58.3800000,30
20210517,184000,58.3700000,58.3700000,58.3700000,58.3700000,50
20210517,185000,58.1400000,58.1400000,58.1400000,58.1400000,170
20210517,191000,58.1600000,58.1900000,58.1600000,58.1900000,102
20210517,192000,57.9700000,57.9700000,57.9700000,57.9700000,25
20210517,193000,58.0300000,58.1800000,58.0300000,58.1800000,73
20210517,195000,58.1800000,58.1800000,58.1800000,58.1800000,30
20210517,202000,58.0300000,58.0300000,58.0200000,58.0200000,58
20210517,203000,58.1600000,58.1600000,58.1600000,58.1600000,20
20210517,205000,58.0200000,58.0200000,58.0200000,58.0200000,60
20210517,211000,58.1700000,58.1700000,58.1700000,58.1700000,15
20210517,212000,58.1800000,58.2900000,58.1800000,58.2700000,420
20210517,213000,58.3700000,58.3700000,58.3700000,58.3700000,30
20210517,220000,58.4000000,58.4000000,58.4000000,58.4000000,6
20210517,224000,58.2500000,58.2500000,58.2500000,58.2500000,50
20210517,231000,58.3400000,58.3400000,58.3400000,58.3400000,1
20210517,233000,58.3400000,58.3400000,58.3400000,58.3400000,1
20210518,091000,58.3400000,58.3400000,58.3400000,58.3400000,50
20210518,093000,58.4000000,58.4000000,58.2500000,58.3000000,270
20210518,094000,58.3300000,58.4500000,58.3300000,58.4500000,250
20210518,101000,58.5000000,58.5000000,58.5000000,58.5000000,50
20210518,102000,58.5100000,58.5100000,58.5100000,58.5100000,115
20210518,103000,58.7400000,58.7400000,58.4600000,58.4600000,243
20210518,104000,58.3800000,58.3800000,58.3800000,58.3800000,46
20210518,111000,58.1600000,58.1600000,58.1000000,58.1000000,515
20210518,113000,58.0100000,58.0100000,58.0100000,58.0100000,310
20210518,114000,57.9500000,58.0000000,57.9500000,58.0000000,52
20210518,121000,57.8400000,57.8400000,57.8400000,57.8400000,30
20210518,122000,57.8400000,57.8400000,57.8000000,57.8000000,200
20210518,123000,58.0100000,58.0100000,58.0100000,58.0100000,3
20210518,125000,58.0000000,58.0000000,58.0000000,58.0000000,10
20210518,130000,57.9300000,57.9300000,57.8900000,57.8900000,125
20210518,133000,58.0100000,58.0100000,58.0100000,58.0100000,200
20210518,142000,58.0100000,58.0100000,57.9500000,57.9500000,70
20210518,144000,58.0500000,58.0500000,57.9800000,58.0200000,252
20210518,145000,58.0700000,58.0700000,58.0700000,58.0700000,40
20210518,150000,58.0600000,58.0600000,58.0600000,58.0600000,35
20210518,153000,58.0300000,58.0400000,58.0300000,58.0400000,1020
20210518,160000,58.0600000,58.0600000,58.0300000,58.0300000,598
20210518,161000,58.0300000,58.0300000,58.0300000,58.0300000,15
20210518,162000,57.9400000,57.9400000,57.9400000,57.9400000,14
20210518,163000,57.9300000,57.9700000,57.9300000,57.9700000,628
20210518,164000,57.9800000,57.9800000,57.9800000,57.9800000,1
20210518,171000,57.9100000,57.9100000,57.9100000,57.9100000,100
20210518,174000,57.9800000,57.9800000,57.9800000,57.9800000,10
20210518,181000,58.1200000,58.1200000,58.1100000,58.1100000,80
20210518,182000,58.1900000,58.1900000,58.1900000,58.1900000,86
20210518,183000,58.1900000,58.2000000,58.1900000,58.2000000,185
20210518,185000,57.9500000,57.9500000,57.7600000,57.7600000,260
20210518,190000,57.9400000,58.0400000,57.9400000,58.0400000,180
20210518,192000,58.0000000,58.0000000,58.0000000,58.0000000,100
20210518,193000,58.1300000,58.1300000,58.1300000,58.1300000,110
20210518,194000,58.1200000,58.1200000,58.1200000,58.1200000,10
20210518,203000,58.1400000,58.1400000,58.0200000,58.0200000,410
20210518,204000,58.1700000,58.1700000,58.1700000,58.1700000,30
20210518,210000,57.9900000,57.9900000,57.9900000,57.9900000,35
20210518,211000,57.9800000,57.9800000,57.9800000,57.9800000,4
20210518,213000,58.1200000,58.1200000,57.9400000,57.9400000,55
20210518,215000,57.8700000,57.8700000,57.8700000,57.8700000,40
20210518,223000,58.1100000,58.1100000,57.9400000,57.9400000,45
20210518,231000,57.7800000,57.7800000,57.7800000,57.7800000,1
20210518,233000,57.7800000,57.7800000,57.7800000,57.7800000,1
20210519,091000,57.5900000,57.7300000,57.5900000,57.7300000,232
20210519,094000,57.6000000,57.6000000,57.6000000,57.6000000,30
20210519,100000,57.6300000,57.6300000,57.3300000,57.3300000,530
20210519,102000,58.0600000,58.1000000,58.0600000,58.0800000,2600
20210519,103000,58.0000000,58.0000000,57.9900000,57.9900000,1585
20210519,104000,57.8600000,57.8600000,57.8600000,57.8600000,26
20210519,105000,57.8200000,57.8200000,57.8200000,57.8200000,30
20210519,110000,57.6900000,57.6900000,57.6900000,57.6900000,55
20210519,111000,57.8000000,57.8000000,57.8000000,57.8000000,100
20210519,112000,57.7700000,57.7700000,57.7700000,57.7700000,3
20210519,113000,57.8600000,57.8600000,57.8600000,57.8600000,60
20210519,115000,57.9800000,57.9800000,57.9800000,57.9800000,62
20210519,120000,57.9200000,57.9200000,57.9200000,57.9200000,40
20210519,121000,58.0200000,58.0500000,58.0200000,58.0300000,380
20210519,123000,58.2500000,58.3200000,58.2500000,58.2500000,305
20210519,124000,58.2700000,58.2700000,58.2200000,58.2200000,375
20210519,132000,58.0500000,58.0500000,58.0500000,58.0500000,100
20210519,133000,58.0300000,58.0300000,58.0300000,58.0300000,725
20210519,135000,58.0900000,58.0900000,58.0900000,58.0900000,50
20210519,142000,58.1000000,58.1000000,58.1000000,58.1000000,8
20210519,151000,57.9400000,57.9400000,57.9400000,57.9400000,7
20210519,152000,58.1500000,58.1500000,58.1500000,58.1500000,50
20210519,154000,58.2000000,58.2000000,58.0900000,58.0900000,585
20210519,155000,58.0600000,58.0600000,58.0600000,58.0600000,16
20210519,163000,58.0800000,58.0900000,58.0800000,58.0900000,22
20210519,164000,57.9500000,58.0600000,57.9500000,57.9900000,2470
20210519,165000,58.0900000,58.0900000,58.0900000,58.0900000,230
20210519,172000,57.9000000,57.9000000,57.9000000,57.9000000,9
20210519,173000,57.9100000,58.0900000,57.9100000,58.0900000,30
20210519,174000,58.0600000,58.0600000,58.0600000,58.0600000,35
20210519,175000,58.0400000,58.0400000,58.0400000,58.0400000,37
20210519,181000,58.2000000,58.2000000,58.2000000,58.2000000,27
20210519,183000,58.2100000,58.2100000,58.2100000,58.2100000,1
20210519,192000,58.5300000,58.6800000,58.5300000,58.6800000,100
20210519,193000,58.7100000,58.7100000,58.7100000,58.7100000,70
20210519,195000,58.5800000,58.5800000,58.5800000,58.5800000,50
20210519,200000,58.6100000,58.7200000,58.6100000,58.7200000,190
20210519,201000,58.6000000,58.6000000,58.6000000,58.6000000,12
20210519,202000,58.6300000,58.8200000,58.6300000,58.8200000,94
20210519,210000,58.6000000,58.6000000,58.6000000,58.6000000,38
20210519,220000,58.4000000,58.4000000,58.3700000,58.3700000,100
20210519,221000,58.3100000,58.4700000,58.3100000,58.3900000,210
20210519,231000,58.7500000,58.7500000,58.7500000,58.7500000,1
20210519,233000,58.7500000,58.7500000,58.7500000,58.7500000,1
20210520,091000,58.6200000,58.8000000,58.6200000,58.8000000,100
20210520,092000,58.8000000,58.8000000,58.8000000,58.8000000,45
20210520,093000,58.7700000,58.7700000,58.7700000,58.7700000,10
20210520,094000,58.7700000,58.7700000,58.7700000,58.7700000,30
20210520,095000,58.5900000,58.5900000,58.4400000,58.4400000,198
20210520,100000,58.5400000,58.5400000,58.5400000,58.5400000,90
20210520,101000,58.8200000,59.0000000,58.8200000,59.0000000,1853
20210520,102000,58.9600000,58.9600000,58.9600000,58.9600000,2
20210520,103000,58.9900000,59.0600000,58.9900000,59.0600000,219
20210520,104000,59.0300000,59.0300000,59.0300000,59.0300000,1
20210520,105000,58.7300000,58.7300000,58.7300000,58.7300000,350
20210520,110000,58.6600000,58.6600000,58.6600000,58.6600000,33
20210520,111000,58.7900000,58.7900000,58.7900000,58.7900000,85
20210520,112000,58.9000000,58.9100000,58.9000000,58.9100000,127
20210520,114000,59.1000000,59.1100000,59.1000000,59.1000000,140
20210520,115000,59.1000000,59.1400000,59.1000000,59.1400000,264
20210520,120000,59.0800000,59.0800000,59.0800000,59.0800000,10
20210520,121000,59.0800000,59.0800000,59.0800000,59.0800000,1
20210520,122000,59.0900000,59.1700000,59.0900000,59.1700000,85
20210520,123000,59.1600000,59.1600000,59.1300000,59.1300000,211
20210520,124000,59.1800000,59.3000000,59.1800000,59.3000000,643
20210520,125000,59.3100000,59.3100000,59.3100000,59.3100000,382
20210520,130000,59.2900000,59.2900000,59.2300000,59.2300000,367
20210520,131000,59.3600000,59.3600000,59.3600000,59.3600000,590
20210520,132000,59.3600000,59.4200000,59.3600000,59.4200000,710
20210520,133000,59.4200000,59.4800000,59.3900000,59.3900000,557
20210520,134000,59.4500000,59.5400000,59.4500000,59.5000000,205
20210520,135000,59.5400000,59.5400000,59.5400000,59.5400000,15
20210520,140000,59.5200000,59.5200000,59.4600000,59.4600000,511
20210520,143000,59.5400000,59.5400000,59.5400000,59.5400000,220
20210520,144000,59.5300000,59.5500000,59.5200000,59.5500000,625
20210520,145000,59.5400000,59.5400000,59.5200000,59.5200000,185
20210520,150000,59.5300000,59.6500000,59.5300000,59.6500000,522
20210520,151000,59.6500000,59.6500000,59.6500000,59.6500000,26
20210520,152000,59.7100000,59.7100000,59.5800000,59.5800000,1836
20210520,154000,59.5900000,59.5900000,59.5900000,59.5900000,200
20210520,160000,59.5800000,59.5800000,59.5800000,59.5800000,300
20210520,163000,59.5200000,59.5200000,59.5200000,59.5200000,40
20210520,164000,59.5300000,59.5700000,59.5300000,59.5700000,24
20210520,165000,59.4800000,59.4800000,59.4800000,59.4800000,11
20210520,173000,59.6700000,59.6900000,59.6700000,59.6900000,318
20210520,174000,59.6200000,59.6200000,59.6200000,59.6200000,50
20210520,181000,59.5800000,59.5800000,59.5800000,59.5800000,200
20210520,183000,59.7000000,59.7900000,59.7000000,59.7900000,40
20210520,184000,59.9900000,59.9900000,59.9900000,59.9900000,45
20210520,185000,59.7600000,59.7600000,59.7600000,59.7600000,50
20210520,190000,59.9700000,59.9700000,59.9700000,59.9700000,20
20210520,192000,59.6600000,59.6600000,59.6600000,59.6600000,44
20210520,193000,59.8200000,59.8200000,59.8200000,59.8200000,90
20210520,200000,59.8500000,59.8500000,59.8500000,59.8500000,100
20210520,201000,59.8800000,59.8800000,59.8800000,59.8800000,35
20210520,202000,59.7500000,59.7500000,59.7500000,59.7500000,4
20210520,203000,59.7500000,59.8200000,59.6400000,59.8200000,241
20210520,204000,59.8200000,59.8200000,59.6600000,59.6600000,150
20210520,210000,59.6400000,59.6400000,59.6400000,59.6400000,90
20210520,211000,59.5900000,59.6000000,59.5900000,59.6000000,370
20210520,212000,59.5500000,59.5500000,59.5500000,59.5500000,50
20210520,213000,59.5400000,59.5400000,59.5400000,59.5400000,30
20210520,215000,59.7300000,59.7300000,59.7300000,59.7300000,17
20210520,230000,59.6500000,59.6500000,59.6500000,59.6500000,2
20210520,231000,59.5800000,59.5800000,59.5800000,59.5800000,1
20210520,233000,59.5800000,59.5800000,59.5800000,59.5800000,1
20210521,091000,59.7400000,59.7400000,59.7400000,59.7400000,41
20210521,094000,59.7700000,59.7700000,59.7700000,59.7700000,50
20210521,095000,59.6000000,59.6000000,59.6000000,59.6000000,2
20210521,101000,60.1900000,60.2500000,60.1900000,60.2500000,2026
20210521,102000,60.1000000,60.2200000,60.0600000,60.2200000,142
20210521,104000,60.2200000,60.2600000,60.2200000,60.2600000,100
20210521,105000,60.2900000,60.2900000,60.2900000,60.2900000,40
20210521,110000,60.2800000,60.2800000,60.2800000,60.2800000,85
20210521,111000,60.2100000,60.2100000,60.2100000,60.2100000,25
20210521,113000,60.2700000,60.2700000,60.2600000,60.2600000,18
20210521,114000,60.2300000,60.2600000,60.2300000,60.2600000,40
20210521,115000,60.2500000,60.2500000,60.2500000,60.2500000,100
20210521,120000,60.3900000,60.3900000,60.3900000,60.3900000,18
20210521,121000,60.4000000,60.5000000,60.3800000,60.5000000,386
20210521,122000,60.6000000,60.6000000,60.6000000,60.6000000,1008
20210521,123000,60.5800000,60.5800000,60.5300000,60.5300000,190
20210521,130000,60.9000000,60.9000000,60.9000000,60.9000000,255
20210521,131000,60.5700000,60.5700000,60.5700000,60.5700000,9
20210521,132000,60.3700000,60.4600000,60.3700000,60.3900000,580
20210521,134000,60.4000000,60.4000000,60.4000000,60.4000000,50
20210521,135000,60.2500000,60.2500000,60.2500000,60.2500000,13
20210521,140000,60.3300000,60.3300000,60.2800000,60.2800000,67
20210521,141000,60.2800000,60.4600000,60.2800000,60.4600000,1990
20210521,142000,60.4000000,60.4000000,60.4000000,60.4000000,35
20210521,144000,60.2800000,60.2800000,60.2800000,60.2800000,344
20210521,151000,60.3600000,60.4000000,60.3500000,60.4000000,89
20210521,152000,60.4400000,60.4400000,60.4400000,60.4400000,30
20210521,161000,60.3000000,60.3000000,60.3000000,60.3000000,500
20210521,163000,60.2000000,60.2600000,60.2000000,60.2600000,198
20210521,170000,60.4700000,60.4700000,60.4700000,60.4700000,50
20210521,172000,60.5000000,60.5000000,60.5000000,60.5000000,27
20210521,173000,60.6100000,60.6100000,60.6100000,60.6100000,33
20210521,174000,60.4700000,60.4700000,60.4700000,60.4700000,318
20210521,175000,60.5000000,60.5000000,60.5000000,60.5000000,100
20210521,180000,60.4800000,60.4800000,60.4800000,60.4800000,50
20210521,182000,60.5000000,60.5000000,60.5000000,60.5000000,175
20210521,183000,60.5300000,60.5300000,60.5300000,60.5300000,35
20210521,185000,60.6400000,60.6400000,60.6400000,60.6400000,2
20210521,190000,60.4100000,60.4100000,59.7900000,59.9700000,585
20210521,191000,60.1800000,60.4500000,60.1800000,60.3900000,620
20210521,192000,60.3200000,60.3200000,60.3200000,60.3200000,50
20210521,194000,60.4600000,60.4600000,60.4600000,60.4600000,10
20210521,195000,60.4700000,60.4700000,60.4700000,60.4700000,5
20210521,204000,60.2600000,60.3100000,59.7200000,60.3100000,2497
20210521,212000,60.4100000,60.4100000,60.4100000,60.4100000,90
20210521,220000,60.4700000,60.4700000,60.4700000,60.4700000,10
20210521,231000,60.3600000,60.3600000,60.3600000,60.3600000,1
20210521,233000,60.3600000,60.3600000,60.3600000,60.3600000,1
20210524,091000,60.7700000,60.7700000,60.7700000,60.7700000,435
20210524,093000,60.6000000,60.6000000,60.6000000,60.6000000,18
20210524,095000,60.4400000,60.4400000,60.4400000,60.4400000,20
20210524,115000,60.6100000,60.6100000,60.6100000,60.6100000,65
20210524,120000,60.6200000,60.6200000,60.6200000,60.6200000,300
20210524,121000,60.6200000,60.6200000,60.6200000,60.6200000,750
20210524,125000,60.6000000,60.6000000,60.6000000,60.6000000,35
20210524,133000,60.8100000,60.8100000,60.8100000,60.8100000,100
20210524,134000,60.8400000,60.8400000,60.8400000,60.8400000,1
20210524,135000,60.8000000,60.8000000,60.8000000,60.8000000,500
20210524,142000,60.7600000,60.7600000,60.7600000,60.7600000,30
20210524,143000,60.7600000,60.7600000,60.7600000,60.7600000,45
20210524,144000,60.7600000,60.7600000,60.7600000,60.7600000,50
20210524,151000,60.7800000,60.7800000,60.7800000,60.7800000,600
20210524,161000,60.6900000,60.7400000,60.6900000,60.7400000,172
20210524,165000,60.6300000,60.6300000,60.6300000,60.6300000,7
20210524,172000,60.6900000,60.6900000,60.6900000,60.6900000,11
20210524,173000,60.7500000,60.7500000,60.7500000,60.7500000,25
20210524,174000,60.6900000,60.6900000,60.6900000,60.6900000,150
20210524,180000,60.7300000,60.7300000,60.7300000,60.7300000,200
20210524,182000,60.5500000,60.5500000,60.4400000,60.4400000,105
20210524,183000,60.5300000,60.5300000,60.5300000,60.5300000,30
20210524,185000,60.5900000,60.7100000,60.5900000,60.7100000,100
20210524,190000,60.4700000,60.4700000,60.4700000,60.4700000,28
20210524,191000,60.6900000,60.6900000,60.6900000,60.6900000,50
20210524,194000,60.4500000,60.4500000,60.4500000,60.4500000,30
20210524,200000,60.7100000,60.7100000,60.7100000,60.7100000,10
20210524,201000,60.5000000,60.5000000,60.5000000,60.5000000,19
20210524,211000,60.5600000,60.5600000,60.5600000,60.5600000,1
20210524,233000,60.5600000,60.5600000,60.5600000,60.5600000,1
20210525,091000,60.7300000,60.7300000,60.7300000,60.7300000,10
20210525,092000,60.5300000,60.5300000,60.5300000,60.5300000,40
20210525,093000,60.7700000,60.7700000,60.4700000,60.5500000,276
20210525,094000,60.5500000,60.5500000,60.5500000,60.5500000,50
20210525,101000,60.4600000,60.5000000,60.4600000,60.5000000,120
20210525,102000,60.4900000,60.5600000,60.4300000,60.5600000,683
20210525,104000,60.7100000,60.7100000,60.7100000,60.7100000,46
20210525,110000,60.7200000,60.7200000,60.5700000,60.6200000,264
20210525,111000,60.5600000,60.6100000,60.5500000,60.5900000,782
20210525,112000,60.6200000,60.6500000,60.6000000,60.6200000,112
20210525,113000,60.6600000,60.7500000,60.6600000,60.7400000,1830
20210525,114000,60.7200000,60.7700000,60.6600000,60.6600000,812
20210525,115000,60.7600000,60.7600000,60.7600000,60.7600000,290
20210525,120000,60.8200000,60.8300000,60.8200000,60.8300000,70
20210525,122000,60.6400000,60.6400000,60.6400000,60.6400000,10
20210525,123000,60.7600000,60.7600000,60.7600000,60.7600000,100
20210525,124000,60.7400000,60.7600000,60.7000000,60.7000000,138
20210525,125000,60.6600000,60.6600000,60.6600000,60.6600000,100
20210525,130000,60.6500000,60.6500000,60.6500000,60.6500000,300
20210525,132000,60.5500000,60.5500000,60.5000000,60.5000000,50
20210525,133000,60.5300000,60.5300000,60.5300000,60.5300000,175
20210525,135000,60.5700000,60.6100000,60.5700000,60.6100000,90
20210525,140000,60.5900000,60.5900000,60.5900000,60.5900000,10
20210525,142000,60.6400000,60.6400000,60.6400000,60.6400000,150
20210525,144000,60.6200000,60.6200000,60.6200000,60.6200000,10
20210525,145000,60.4700000,60.4800000,60.4700000,60.4800000,201
20210525,150000,60.4700000,60.4700000,60.4300000,60.4300000,395
20210525,154000,60.3800000,60.3800000,60.3800000,60.3800000,75
20210525,155000,60.3700000,60.4200000,60.3700000,60.3700000,944
20210525,160000,60.3900000,60.3900000,60.3900000,60.3900000,42
20210525,161000,60.3800000,60.3800000,60.3800000,60.3800000,190
20210525,163000,60.3900000,60.3900000,60.3900000,60.3900000,300
20210525,165000,60.4200000,60.4200000,60.4200000,60.4200000,25
20210525,172000,60.3600000,60.3600000,60.3600000,60.3600000,2
20210525,175000,60.3100000,60.3600000,60.3100000,60.3600000,106
20210525,180000,60.3700000,60.3700000,60.3700000,60.3700000,85
20210525,182000,60.3300000,60.3500000,60.3300000,60.3500000,111
20210525,185000,60.3000000,60.3000000,60.3000000,60.3000000,50
20210525,191000,60.3400000,60.3400000,60.3400000,60.3400000,20
20210525,193000,60.5900000,60.5900000,60.5900000,60.5900000,50
20210525,195000,60.4100000,60.4300000,60.2600000,60.4300000,116
20210525,201000,60.1800000,60.1800000,60.1100000,60.1100000,160
20210525,203000,60.1100000,60.1100000,60.1100000,60.1100000,33
20210525,205000,60.2500000,60.2500000,60.2500000,60.2500000,10
20210525,211000,60.2000000,60.2000000,60.2000000,60.2000000,90
20210525,220000,60.2800000,60.2800000,60.2800000,60.2800000,30
20210525,230000,60.1100000,60.1100000,60.1100000,60.1100000,30
20210525,231000,60.1500000,60.1500000,60.1500000,60.1500000,1
20210525,233000,60.1500000,60.1500000,60.1500000,60.1500000,1
20210526,091000,60.1800000,60.1800000,59.3000000,59.3000000,1345
20210526,092000,59.6000000,59.6000000,59.6000000,59.6000000,120
20210526,093000,59.6800000,59.8000000,59.6800000,59.8000000,100
20210526,094000,59.8000000,59.8000000,59.8000000,59.8000000,83
20210526,100000,59.7000000,59.7000000,59.7000000,59.7000000,84
20210526,101000,59.5200000,59.8400000,59.5200000,59.8400000,20
20210526,102000,59.4000000,59.4300000,59.4000000,59.4300000,852
20210526,103000,59.4200000,59.6200000,59.4200000,59.6200000,252
20210526,105000,59.9100000,59.9500000,59.8900000,59.8900000,447
20210526,110000,60.0000000,60.0000000,59.9900000,59.9900000,215
20210526,111000,59.9400000,59.9400000,59.9400000,59.9400000,18
20210526,112000,59.8000000,59.8000000,59.8000000,59.8000000,100
20210526,113000,59.7800000,59.7800000,59.7800000,59.7800000,20
20210526,114000,59.6400000,59.6400000,59.6400000,59.6400000,100
20210526,115000,59.5700000,59.5700000,59.5700000,59.5700000,111
